-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.110421346473956739e+00,-1.000000000000000000e+01
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.316882035680983165e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.815026229442373129e+00,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.514002882754269308e+00,-4.815032878418250561e+00,-4.036881628034607594e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.625893522682336112e+00,-4.926923518346317366e+00,-3.696479735726725835e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-5.051900794162719421e+00,-5.051900794162719421e+00,-4.574775685676141457e+00,-5.051896940395804059e+00,-3.750870798498738612e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.988590167886172821e+00,-1.000000000000000000e+01,-4.386516800686767859e+00,-4.988585709308132721e+00,-3.909400004636693904e+00,-3.325827877626558404e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.912227372221816601e+00,-4.912232687846155521e+00,-4.435106117502154000e+00,-1.000000000000000000e+01,-3.833051441798530412e+00,-3.833046126174191492e+00,-2.998418835462438814e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.833484977628795143e+00,-4.833491349927824920e+00,-4.532454981964814777e+00,-3.930401362935881604e+00,-4.055333727245152176e+00,-3.418518001957007169e+00,-2.716220054272060924e+00
-1.000000000000000000e+01,-4.752286667940937015e+00,-1.000000000000000000e+01,-4.752278985460118399e+00,-1.000000000000000000e+01,-4.150218994132156780e+00,-3.798028793404073067e+00,-3.354338976788080906e+00,-3.108818626357210402e+00,-2.379366982490012106e+00
-1.000000000000000000e+01,-1.000000000000000000e+01,-1.000000000000000000e+01,-4.663295646049455456e+00,-3.760186799648011835e+00,-3.487185527584274247e+00,-3.171933952215182817e+00,-2.982026119252492613e+00,-2.539434575479991629e+00,-2.005274819789965246e+00
-1.000000000000000000e+01,-4.279347492410732201e+00,-4.103256233355050853e+00,-3.802226237691070043e+00,-3.404286229019032106e+00,-3.103256233355051297e+00,-2.741528397337458234e+00,-2.501196242027088790e+00,-2.232072625026552792e+00,-1.671368046897705906e+00
-1.000000000000000000e+01,-4.186546696952167856e+00,-3.533348315076729751e+00,-3.208808959303549369e+00,-3.107365450904543192e+00,-2.797380612587635706e+00,-2.412029731223618523e+00,-2.180080654702936105e+00,-1.876916529526269084e+00,-1.362420863035618934e+00
-2.736159071672999765e+00,-2.582182126907890840e+00,-2.366864244450491928e+00,-2.325471559292267010e+00,-2.180353260698176143e+00,-2.040884044285830701e+00,-1.845964065152242428e+00,-1.675042700205280122e+00,-1.491802981058792055e+00,-1.078452407444647765e+00
-1.038927080871563158e+00,-1.013965790810945622e+00,-9.733463333656894312e-01,-9.496105375979333463e-01,-9.342883296806386850e-01,-8.912999341302443312e-01,-8.516376488346528717e-01,-8.065922919507764188e-01,-7.404966435439384043e-01,-6.010926280385213705e-01
